council_name,tel_phone,ceo_name,postcode,fax,mayor,email,website,address
Macedon Ranges Shire Council,5422 0333,Mr Bernie O'Sullivan,3433,5422 3623,Cr Dominic Bonanno,mrsc@mrsc.vic.gov.au,www.mrsc.vic.gov.au,"129 Mollison Street, KYNETON, PO Box 151, KYNETON  3444"
Colac Otway Shire Council,5232 9400,Ms Anne Howard,3242,5232 1046,Cr Jason Schram,inq@colacotway.vic.gov.au,www.colacotway.vic.gov.au,"2-6 Rae Street, COLAC, PO Box 283, COLAC  3250"
Boroondara City Council,9278 4444,Mr Phillip Storer,3124,9278 4466,Cr Sophie Torney,boroondara@boroondara.vic.gov.au,www.boroondara.vic.gov.au,"8 Inglesby Road, CAMBERWELL, Private Bag 1, CAMBERWELL  3124"
Boroondara City Council,9278 4444,Mr Phillip Storer,3146,9278 4466,Cr Sophie Torney,boroondara@boroondara.vic.gov.au,www.boroondara.vic.gov.au,"8 Inglesby Road, CAMBERWELL, Private Bag 1, CAMBERWELL  3124"
Benalla Rural City Council,5760 2600,Mr Robert Barber,3673,,Cr Bernie Hearn,council@benalla.vic.gov.au,www.benalla.vic.gov.au,"1 Bridge Street East, BENALLA, PO Box 227, BENALLA  3671"
Wyndham City Council,1300 023 411,Mr Stephen Wall,3024,,Cr Mia Shaw,mail@wyndham.vic.gov.au,www.wyndham.vic.gov.au,"45 Princes Highway, WERRIBEE, PO Box 197, WERRIBEE  3030"
Golden Plains Shire Council,5220 7111,Mr Phil Josipovic,3218,5220 7100,Cr Sarah Hayden,enquiries@gplains.vic.gov.au,www.goldenplains.vic.gov.au,"2 Pope Street, BANNOCKBURN, PO Box 111, BANNOCKBURN  3331"
Indigo Shire Council,5728 8000,Mr Trevor Ierino,3685,,Cr Sophie Price,info@indigoshire.vic.gov.au,www.indigoshire.vic.gov.au,"2 Kurrajong Way, BEECHWORTH, PO Box 28, BEECHWORTH  3747"
Greater Bendigo City Council,1300 002 642,Mr Andrew Cooney,3453,,Cr Andrea Metcalf,requests@bendigo.vic.gov.au,www.bendigo.vic.gov.au,"Galkangu–Bendigo GovHub, 189–229 Lyttleton Terrace, BENDIGO, PO Box 733, BENDIGO  3552"
Greater Shepparton City Council,5832 9700,Ms Fiona Le Gassick,3631,,Cr Shane Sali,council@shepparton.vic.gov.au,greatershepparton.com.au,"90 Welsford Street, SHEPPARTON, Locked Bag 1000, SHEPPARTON  3632"
Greater Geelong City Council,5272 5272,Ms Ali Wastie ,3214,,Cr Dr Stretch Kontelj,COGGRecords@geelongcity.vic.gov.au,www.geelongaustralia.com.au,"Wurriki Nyal, 137-149 Mercer Street, GEELONG, PO Box 104, GEELONG  3220"
Greater Shepparton City Council,5832 9700,Ms Fiona Le Gassick,3629,,Cr Shane Sali,council@shepparton.vic.gov.au,greatershepparton.com.au,"90 Welsford Street, SHEPPARTON, Locked Bag 1000, SHEPPARTON  3632"
Campaspe Shire Council,5481 2200,Ms Pauline Gordon,3623,5481 2290,Cr Daniel Mackrell,shire@campaspe.vic.gov.au,www.campaspe.vic.gov.au,"Cnr Hare & Heygarth Streets, ECHUCA, PO Box 35, ECHUCA  3564"
Moira Shire Council,5871 9222,Mr Matthew Morgan,3635,5872 1567,Dr Graeme Emonson PSM,info@moira.vic.gov.au,www.moira.vic.gov.au,"44 Station Street, COBRAM, PO Box 578, COBRAM  3643"
Whittlesea City Council,9217 2170,Mr Craig Lloyd,3752,9409 9800,Cr Aidan McLindon,info@whittlesea.vic.gov.au,www.whittlesea.vic.gov.au,"25 Ferres Boulevard, SOUTH MORANG, Locked Bag 1, BUNDOORA MDC  3083"
Melbourne City Council,9658 9658,Ms Alison Leighton,3002,9654 4854,Cr Nicholas Reece,enquiries@melbourne.vic.gov.au,www.melbourne.vic.gov.au,"Town Hall, 120 Swanston St, MELBOURNE, GPO Box 1603, MELBOURNE  3001"
Nillumbik Shire Council,9433 3111,Mr Carl Cowie,3759,,Cr John Dumaresq,nillumbik@nillumbik.vic.gov.au,www.nillumbik.vic.gov.au,"Civic Drive, GREENSBOROUGH, PO Box 476, GREENSBOROUGH  3088"
Moira Shire Council,5871 9222,Mr Matthew Morgan,3728,5872 1567,Dr Graeme Emonson PSM,info@moira.vic.gov.au,www.moira.vic.gov.au,"44 Station Street, COBRAM, PO Box 578, COBRAM  3643"
Moira Shire Council,5871 9222,Mr Matthew Morgan,3638,5872 1567,Dr Graeme Emonson PSM,info@moira.vic.gov.au,www.moira.vic.gov.au,"44 Station Street, COBRAM, PO Box 578, COBRAM  3643"
Moyne Shire Council,5568 0555,Mr Mark Eversteyn,3278,5568 2515,Cr Karen Foster,moyne@moyne.vic.gov.au,www.moyne.vic.gov.au,"Princes Street, PORT FAIRY, PO Box 51, PORT FAIRY  3284"
,,,3485,,,,,
Moira Shire Council,5871 9222,Mr Matthew Morgan,3727,5872 1567,Dr Graeme Emonson PSM,info@moira.vic.gov.au,www.moira.vic.gov.au,"44 Station Street, COBRAM, PO Box 578, COBRAM  3643"
Swan Hill Rural City Council,5036 2333,Mr Scott Barber,3596,5036 2340,Cr Stuart King,council@swanhill.vic.gov.au,www.swanhill.vic.gov.au,"45 Splatt Street, SWAN HILL, PO Box 488, SWAN HILL  3585"
Golden Plains Shire Council,5220 7111,Mr Phil Josipovic,3321,5220 7100,Cr Sarah Hayden,enquiries@gplains.vic.gov.au,www.goldenplains.vic.gov.au,"2 Pope Street, BANNOCKBURN, PO Box 111, BANNOCKBURN  3331"
Whitehorse City Council,9262 6333,Mr Simon McMillan,3128,9262 6490,Cr Andrew Davenport,customer.service@whitehorse.vic.gov.au,www.whitehorse.vic.gov.au,"379-399 Whitehorse Road, NUNAWADING, Locked Bag 2, NUNAWADING  3131"
Casey City Council,9705 5200,Mr Glenn Patterson,3976,9704 9544,Cr Stefan Koomen,caseycc@casey.vic.gov.au,www.casey.vic.gov.au,"Bunjil Place, Patrick Northeast Drive, NARRE WARREN, PO Box 1000, NARRE WARREN  3805"
Moira Shire Council,5871 9222,Mr Matthew Morgan,3646,5872 1567,Dr Graeme Emonson PSM,info@moira.vic.gov.au,www.moira.vic.gov.au,"44 Station Street, COBRAM, PO Box 578, COBRAM  3643"
Wangaratta Rural City Council,5722 0888,Mr Brendan McGrath,3732,5721 9526,Cr Irene Grant,council@wangaratta.vic.gov.au,www.wangaratta.vic.gov.au,"Cnr Ford & Ovens Streets, WANGARATTA, PO Box 238, WANGARATTA  3676"
East Gippsland Shire Council,5153 9500,Ms Fiona Weigall,3898,,Cr John White,feedback@egipps.vic.gov.au,www.eastgippsland.vic.gov.au,"273 Main Street, BAIRNSDALE, PO Box 1618, BAIRNSDALE  3875"
Greater Shepparton City Council,5832 9700,Ms Fiona Le Gassick,3617,,Cr Shane Sali,council@shepparton.vic.gov.au,greatershepparton.com.au,"90 Welsford Street, SHEPPARTON, Locked Bag 1000, SHEPPARTON  3632"
Maroondah City Council,1300 882 233,Mr Steve Kozlowski,3137,9298 4345,Cr Kylie Spears,maroondah@maroondah.vic.gov.au,www.maroondah.vic.gov.au,"Realm, 179 Maroondah Highway, RINGWOOD, PO Box 156, RINGWOOD  3134"
Casey City Council,9705 5200,Mr Glenn Patterson,3804,9704 9544,Cr Stefan Koomen,caseycc@casey.vic.gov.au,www.casey.vic.gov.au,"Bunjil Place, Patrick Northeast Drive, NARRE WARREN, PO Box 1000, NARRE WARREN  3805"
Macedon Ranges Shire Council,5422 0333,Mr Bernie O'Sullivan,3438,5422 3623,Cr Dominic Bonanno,mrsc@mrsc.vic.gov.au,www.mrsc.vic.gov.au,"129 Mollison Street, KYNETON, PO Box 151, KYNETON  3444"
Macedon Ranges Shire Council,5422 0333,Mr Bernie O'Sullivan,3431,5422 3623,Cr Dominic Bonanno,mrsc@mrsc.vic.gov.au,www.mrsc.vic.gov.au,"129 Mollison Street, KYNETON, PO Box 151, KYNETON  3444"
Mornington Peninsula Shire Council,1300 850 600,Mr Bulent Oz,3916,5986 6696,Cr Anthony Marsh,customerservice@mornpen.vic.gov.au,www.mornpen.vic.gov.au,"90 Besgrove Street, ROSEBUD, Private Bag 1000, ROSEBUD  3939"
Macedon Ranges Shire Council,5422 0333,Mr Bernie O'Sullivan,3430,5422 3623,Cr Dominic Bonanno,mrsc@mrsc.vic.gov.au,www.mrsc.vic.gov.au,"129 Mollison Street, KYNETON, PO Box 151, KYNETON  3444"
Towong Shire Council,02 6071 5100,Ms Juliana Phelps,3700,,Cr Andrew Whitehead,info@towong.vic.gov.au,www.towong.vic.gov.au,"32 Towong Street, TALLANGATTA, PO Box 55, TALLANGATTA  3700"
Macedon Ranges Shire Council,5422 0333,Mr Bernie O'Sullivan,3437,5422 3623,Cr Dominic Bonanno,mrsc@mrsc.vic.gov.au,www.mrsc.vic.gov.au,"129 Mollison Street, KYNETON, PO Box 151, KYNETON  3444"
Knox City Council,9298 8000,Mr Bruce Dobson,3180,9800 3096,Cr Lisa Cooper,knoxcc@knox.vic.gov.au,www.knox.vic.gov.au,"511 Burwood Highway, WANTIRNA SOUTH, 511 Burwood Highway, WANTIRNA SOUTH  3152"
Hume City Council,9205 2200,Ms Sheena Frost,3062,9309 0109,Cr Jarrod Bell,contactus@hume.vic.gov.au,www.hume.vic.gov.au,"1079 Pascoe Vale Road, BROADMEADOWS, PO Box 119, DALLAS  3047"
Manningham City Council,9840 9333,Mr Andrew Day,3114,9848 3110,Cr Deirdre Diamante,manningham@manningham.vic.gov.au,www.manningham.vic.gov.au,"699 Doncaster Road, DONCASTER, PO Box 1, DONCASTER  3108"
Greater Shepparton City Council,5832 9700,Ms Fiona Le Gassick,3618,,Cr Shane Sali,council@shepparton.vic.gov.au,greatershepparton.com.au,"90 Welsford Street, SHEPPARTON, Locked Bag 1000, SHEPPARTON  3632"
Greater Shepparton City Council,5832 9700,Ms Fiona Le Gassick,3630,,Cr Shane Sali,council@shepparton.vic.gov.au,greatershepparton.com.au,"90 Welsford Street, SHEPPARTON, Locked Bag 1000, SHEPPARTON  3632"
Campaspe Shire Council,5481 2200,Ms Pauline Gordon,3612,5481 2290,Cr Daniel Mackrell,shire@campaspe.vic.gov.au,www.campaspe.vic.gov.au,"Cnr Hare & Heygarth Streets, ECHUCA, PO Box 35, ECHUCA  3564"
Glen Eira City Council,9524 3333,Ms Rebecca McKenzie,3204,9523 0339,Cr Simone Zmood,mail@gleneira.vic.gov.au,www.gleneira.vic.gov.au,"Cnr Glen Eira & Hawthorn Rds, CAULFIELD SOUTH, PO Box 42, CAULFIELD SOUTH  3162"
Macedon Ranges Shire Council,5422 0333,Mr Bernie O'Sullivan,3442,5422 3623,Cr Dominic Bonanno,mrsc@mrsc.vic.gov.au,www.mrsc.vic.gov.au,"129 Mollison Street, KYNETON, PO Box 151, KYNETON  3444"
Greater Bendigo City Council,1300 002 642,Mr Andrew Cooney,3557,,Cr Andrea Metcalf,requests@bendigo.vic.gov.au,www.bendigo.vic.gov.au,"Galkangu–Bendigo GovHub, 189–229 Lyttleton Terrace, BENDIGO, PO Box 733, BENDIGO  3552"
Indigo Shire Council,5728 8000,Mr Trevor Ierino,3747,,Cr Sophie Price,info@indigoshire.vic.gov.au,www.indigoshire.vic.gov.au,"2 Kurrajong Way, BEECHWORTH, PO Box 28, BEECHWORTH  3747"
Greater Geelong City Council,5272 5272,Ms Ali Wastie ,3224,,Cr Dr Stretch Kontelj,COGGRecords@geelongcity.vic.gov.au,www.geelongaustralia.com.au,"Wurriki Nyal, 137-149 Mercer Street, GEELONG, PO Box 104, GEELONG  3220"
Loddon Shire Council,5494 1200,Mr Lincoln Fitzgerald,3573,5494 3003,Cr Dan Straub,loddon@loddon.vic.gov.au,www.loddon.vic.gov.au,"41 High Street, WEDDERBURN, PO Box 21, WEDDERBURN  3518"
Melbourne City Council,9658 9658,Ms Alison Leighton,3052,9654 4854,Cr Nicholas Reece,enquiries@melbourne.vic.gov.au,www.melbourne.vic.gov.au,"Town Hall, 120 Swanston St, MELBOURNE, GPO Box 1603, MELBOURNE  3001"
Hindmarsh Shire Council,5391 4444,Ms Monica Revell,3418,5391 1376,Cr Ron Ismay,info@hindmarsh.vic.gov.au,www.hindmarsh.vic.gov.au,"92 Nelson Street, NHILL, PO Box 250 , NHILL  3418"
Glen Eira City Council,9524 3333,Ms Rebecca McKenzie,3165,9523 0339,Cr Simone Zmood,mail@gleneira.vic.gov.au,www.gleneira.vic.gov.au,"Cnr Glen Eira & Hawthorn Rds, CAULFIELD SOUTH, PO Box 42, CAULFIELD SOUTH  3162"
Colac Otway Shire Council,5232 9400,Ms Anne Howard,3254,5232 1046,Cr Jason Schram,inq@colacotway.vic.gov.au,www.colacotway.vic.gov.au,"2-6 Rae Street, COLAC, PO Box 283, COLAC  3250"
Golden Plains Shire Council,5220 7111,Mr Phil Josipovic,3332,5220 7100,Cr Sarah Hayden,enquiries@gplains.vic.gov.au,www.goldenplains.vic.gov.au,"2 Pope Street, BANNOCKBURN, PO Box 111, BANNOCKBURN  3331"
Moyne Shire Council,5568 0555,Mr Mark Eversteyn,3284,5568 2515,Cr Karen Foster,moyne@moyne.vic.gov.au,www.moyne.vic.gov.au,"Princes Street, PORT FAIRY, PO Box 51, PORT FAIRY  3284"
West Wimmera Shire Council,13 99 72 / 5585 9900,Mr David Bezuidenhout,3413,5585 9950,Cr Tim Meyer,council@westwimmera.vic.gov.au,www.westwimmera.vic.gov.au,"49 Elizabeth Street, EDENHOPE, PO Box 201, EDENHOPE  3318"
,,,3488,,,,,
Monash City Council,9518 3555,Dr Andi Diamond,3148,9518 3444,Cr Paul Klisaris,mail@monash.vic.gov.au,www.monash.vic.gov.au,"293 Springvale Road, GLEN WAVERLEY, PO Box 1, GLEN WAVERLEY  3150"
South Gippsland Shire Council,5662 9200,Allison Jones,3987,,Cr John Schelling,council@southgippsland.vic.gov.au,www.southgippsland.vic.gov.au,"9 Smith Street, LEONGATHA, Private Bag 4, LEONGATHA  3953"
Stonnington City Council,8290 1333,Mr Dale Dickson,3143,,Cr Melina Sehr,council@stonnington.vic.gov.au,www.stonnington.vic.gov.au,"311 Glenferrie Road, MALVERN, PO Box 58, MALVERN  3144"
Stonnington City Council,8290 1333,Mr Dale Dickson,3141,,Cr Melina Sehr,council@stonnington.vic.gov.au,www.stonnington.vic.gov.au,"311 Glenferrie Road, MALVERN, PO Box 58, MALVERN  3144"
Buloke Shire Council,1300 520 520,Mr Wayne O'Toole,3531,5493 7395,Cr Alan Getley,buloke@buloke.vic.gov.au,www.buloke.vic.gov.au,"367 Broadway, WYCHEPROOF, PO Box 1, WYCHEPROOF  3527"
Kingston City Council,1300 653 356,Mr Peter Bean,3189,9581 4500,Cr Georgina Oxley,info@kingston.vic.gov.au,www.kingston.vic.gov.au,"1230 Nepean Highway, CHELTENHAM, PO Box 1000, MENTONE  3194"
Bass Coast Shire Council,1300 BCOAST (226278),Mr Greg Box,3922,5671 2222,Cr Rochelle Halstead,basscoast@basscoast.vic.gov.au,www.basscoast.vic.gov.au,"76 McBride Avenue, WONTHAGGI, PO Box 118, WONTHAGGI  3995"
Manningham City Council,9840 9333,Mr Andrew Day,3113,9848 3110,Cr Deirdre Diamante,manningham@manningham.vic.gov.au,www.manningham.vic.gov.au,"699 Doncaster Road, DONCASTER, PO Box 1, DONCASTER  3108"
East Gippsland Shire Council,5153 9500,Ms Fiona Weigall,3890,,Cr John White,feedback@egipps.vic.gov.au,www.eastgippsland.vic.gov.au,"273 Main Street, BAIRNSDALE, PO Box 1618, BAIRNSDALE  3875"
Greater Geelong City Council,5272 5272,Ms Ali Wastie ,3212,,Cr Dr Stretch Kontelj,COGGRecords@geelongcity.vic.gov.au,www.geelongaustralia.com.au,"Wurriki Nyal, 137-149 Mercer Street, GEELONG, PO Box 104, GEELONG  3220"
Cardinia Shire Council,1300 787 624,Ms Carol Jeffs,3814,,Cr Jack Kowarzik,mail@cardinia.vic.gov.au,www.cardinia.vic.gov.au,"20 Siding Avenue, OFFICER, PO Box 7, PAKENHAM  3810"
Pyrenees Shire Council,5349 1100,Mr Jim Nolan,3469,5349 2068,Cr Tanya Kehoe,pyrenees@pyrenees.vic.gov.au,www.pyrenees.vic.gov.au,"5 Lawrence Street, BEAUFORT, 5 Lawrence Street, BEAUFORT  3373"
Surf Coast Shire Council,5261 0600,Ms Robyn Seymour,3230,5261 0525,Cr Mike Bodsworth,info@surfcoast.vic.gov.au,www.surfcoast.vic.gov.au,"1 Merrijig Drive, TORQUAY, PO Box 350, TORQUAY  3228"
Wellington Shire Council,1300 366 244,Mr David Morcom,3873,5142 3501,Cr Scott Rossetti,enquiries@wellington.vic.gov.au,www.wellington.vic.gov.au,"18 Desailly Street, SALE, PO Box 506, SALE  3850"
Macedon Ranges Shire Council,5422 0333,Mr Bernie O'Sullivan,3441,5422 3623,Cr Dominic Bonanno,mrsc@mrsc.vic.gov.au,www.mrsc.vic.gov.au,"129 Mollison Street, KYNETON, PO Box 151, KYNETON  3444"
Macedon Ranges Shire Council,5422 0333,Mr Bernie O'Sullivan,3434,5422 3623,Cr Dominic Bonanno,mrsc@mrsc.vic.gov.au,www.mrsc.vic.gov.au,"129 Mollison Street, KYNETON, PO Box 151, KYNETON  3444"
Mitchell Shire Council,5734 6200,Ms Mary Agostino,3522,5734 6222,Cr John Dougall,mitchell@mitchellshire.vic.gov.au,www.mitchellshire.vic.gov.au,"113 High Street, BROADFORD, 113 High Street, BROADFORD  3658"
Moorabool Shire Council,5366 7100,Mr Derek Madden,3342,,Cr Paul Tatchell,info@moorabool.vic.gov.au,www.moorabool.vic.gov.au ,"15 Stead Street, BALLAN, PO Box 18, BALLAN  3342"
Macedon Ranges Shire Council,5422 0333,Mr Bernie O'Sullivan,3440,5422 3623,Cr Dominic Bonanno,mrsc@mrsc.vic.gov.au,www.mrsc.vic.gov.au,"129 Mollison Street, KYNETON, PO Box 151, KYNETON  3444"
Mount Alexander Shire Council,5471 1700,Mr Darren Fuzzard,3444,,Cr Rosie Annear,info@mountalexander.vic.gov.au,www.mountalexander.vic.gov.au,"Cnr Lyttleton & Lloyd Streets, CASTLEMAINE, PO Box 185, CASTLEMAINE  3450"
Yarra Ranges Shire Council,1300 368 333,Ms Tammi Rose,3785,,Cr Jim Child,mail@yarraranges.vic.gov.au,www.yarraranges.vic.gov.au,"15 Anderson Street, LILYDALE, PO Box 105, LILYDALE  3140"
West Wimmera Shire Council,13 99 72 / 5585 9900,Mr David Bezuidenhout,3317,5585 9950,Cr Tim Meyer,council@westwimmera.vic.gov.au,www.westwimmera.vic.gov.au,"49 Elizabeth Street, EDENHOPE, PO Box 201, EDENHOPE  3318"
Towong Shire Council,02 6071 5100,Ms Juliana Phelps,3707,,Cr Andrew Whitehead,info@towong.vic.gov.au,www.towong.vic.gov.au,"32 Towong Street, TALLANGATTA, PO Box 55, TALLANGATTA  3700"
Melton City Council,9747 7200,Ms Roslyn Wai,3337,9743 9970,Cr Steve Abboushi,csu@melton.vic.gov.au,www.melton.vic.gov.au,"232 High Street, MELTON, PO Box 21, MELTON  3337"
Moonee Valley City Council,9243 8888,Ms Helen Sui,3041,,Cr Ava Adams,council@mvcc.vic.gov.au,www.mvcc.vic.gov.au ,"9 Kellaway Avenue, MOONEE PONDS, PO Box 126, MOONEE PONDS  3039"
Boroondara City Council,9278 4444,Mr Phillip Storer,3101,9278 4466,Cr Sophie Torney,boroondara@boroondara.vic.gov.au,www.boroondara.vic.gov.au,"8 Inglesby Road, CAMBERWELL, Private Bag 1, CAMBERWELL  3124"
Mornington Peninsula Shire Council,1300 850 600,Mr Bulent Oz,3912,5986 6696,Cr Anthony Marsh,customerservice@mornpen.vic.gov.au,www.mornpen.vic.gov.au,"90 Besgrove Street, ROSEBUD, Private Bag 1000, ROSEBUD  3939"
Moonee Valley City Council,9243 8888,Ms Helen Sui,3033,,Cr Ava Adams,council@mvcc.vic.gov.au,www.mvcc.vic.gov.au ,"9 Kellaway Avenue, MOONEE PONDS, PO Box 126, MOONEE PONDS  3039"
Yarra Ranges Shire Council,1300 368 333,Ms Tammi Rose,3116,,Cr Jim Child,mail@yarraranges.vic.gov.au,www.yarraranges.vic.gov.au,"15 Anderson Street, LILYDALE, PO Box 105, LILYDALE  3140"
Kingston City Council,1300 653 356,Mr Peter Bean,3202,9581 4500,Cr Georgina Oxley,info@kingston.vic.gov.au,www.kingston.vic.gov.au,"1230 Nepean Highway, CHELTENHAM, PO Box 1000, MENTONE  3194"
Yarra Ranges Shire Council,1300 368 333,Ms Tammi Rose,3138,,Cr Jim Child,mail@yarraranges.vic.gov.au,www.yarraranges.vic.gov.au,"15 Anderson Street, LILYDALE, PO Box 105, LILYDALE  3140"
Campaspe Shire Council,5481 2200,Ms Pauline Gordon,3559,5481 2290,Cr Daniel Mackrell,shire@campaspe.vic.gov.au,www.campaspe.vic.gov.au,"Cnr Hare & Heygarth Streets, ECHUCA, PO Box 35, ECHUCA  3564"
Monash City Council,9518 3555,Dr Andi Diamond,3166,9518 3444,Cr Paul Klisaris,mail@monash.vic.gov.au,www.monash.vic.gov.au,"293 Springvale Road, GLEN WAVERLEY, PO Box 1, GLEN WAVERLEY  3150"
Hobsons Bay City Council,9932 1000,Ms Kerry Thompson,3025,9932 1039,Cr Daria Kellander,customerservice@hobsonsbay.vic.gov.au,www.hobsonsbay.vic.gov.au,"115 Civic Parade, ALTONA, PO Box 21, ALTONA  3018"
Wangaratta Rural City Council,5722 0888,Mr Brendan McGrath,3733,5721 9526,Cr Irene Grant,council@wangaratta.vic.gov.au,www.wangaratta.vic.gov.au,"Cnr Ford & Ovens Streets, WANGARATTA, PO Box 238, WANGARATTA  3676"
Southern Grampians Shire Council,5573 0444,Mr Tony Doyle,3314,,Cr Dennis Heslin,council@sthgrampians.vic.gov.au,www.sthgrampians.vic.gov.au,"111 Brown Street, HAMILTON, Locked Bag 685, HAMILTON  3300"
Northern Grampians Shire Council,5358 8700,Mr Brent McAlister,3387,,Cr Karen Hyslop,ngshire@ngshire.vic.gov.au,www.ngshire.vic.gov.au,"59-69 Main Street , STAWELL, PO Box 580, STAWELL  3380"
Latrobe City Council,1300 367 700,Mr Steven Piasente,3842,5128 5672,Cr Dale Harriman,latrobe@latrobe.vic.gov.au,www.latrobe.vic.gov.au,"141 Commercial Road, MORWELL, PO Box 264, MORWELL  3840"
Mornington Peninsula Shire Council,1300 850 600,Mr Bulent Oz,3943,5986 6696,Cr Anthony Marsh,customerservice@mornpen.vic.gov.au,www.mornpen.vic.gov.au,"90 Besgrove Street, ROSEBUD, Private Bag 1000, ROSEBUD  3939"
Strathbogie Shire Council,5795 0000,Mr Tim Tamlin,3607,5795 3550,Cr Claire Ewart-Kennedy,info@strathbogie.vic.gov.au,www.strathbogie.vic.gov.au,"109A Binney Street, EUROA, PO Box 177, EUROA  3666"
Ararat Rural City Council,5355 0200,Dr Tim Harrison,3379,5352 1695,Cr Jo Armstrong,council@ararat.vic.gov.au,www.ararat.vic.gov.au,"59 Vincent Street, ARARAT, PO Box 246, ARARAT  3377"
Port Phillip City Council,9209 6777,Mr Chris Carroll,3207,9534 9105,Cr Louise Crawford, NO GENERAL EMAIL,www.portphillip.vic.gov.au,"99a Carlisle Street, ST KILDA, Private Bag 3, ST KILDA  3182"
Cardinia Shire Council,1300 787 624,Ms Carol Jeffs,3809,,Cr Jack Kowarzik,mail@cardinia.vic.gov.au,www.cardinia.vic.gov.au,"20 Siding Avenue, OFFICER, PO Box 7, PAKENHAM  3810"
Southern Grampians Shire Council,5573 0444,Mr Tony Doyle,3407,,Cr Dennis Heslin,council@sthgrampians.vic.gov.au,www.sthgrampians.vic.gov.au,"111 Brown Street, HAMILTON, Locked Bag 685, HAMILTON  3300"
Northern Grampians Shire Council,5358 8700,Mr Brent McAlister,3374,,Cr Karen Hyslop,ngshire@ngshire.vic.gov.au,www.ngshire.vic.gov.au,"59-69 Main Street , STAWELL, PO Box 580, STAWELL  3380"
Northern Grampians Shire Council,5358 8700,Mr Brent McAlister,3380,,Cr Karen Hyslop,ngshire@ngshire.vic.gov.au,www.ngshire.vic.gov.au,"59-69 Main Street , STAWELL, PO Box 580, STAWELL  3380"
Maribyrnong City Council,9688 0200,Ms Celia Haddock,3012,9687 7793,Cr Pradeep Tiwari,email@maribyrnong.vic.gov.au,www.maribyrnong.vic.gov.au,"61 Napier St, FOOTSCRAY, PO Box 58, WEST FOOTSCRAY  3012"
Boroondara City Council,9278 4444,Mr Phillip Storer,3103,9278 4466,Cr Sophie Torney,boroondara@boroondara.vic.gov.au,www.boroondara.vic.gov.au,"8 Inglesby Road, CAMBERWELL, Private Bag 1, CAMBERWELL  3124"
Banyule City Council,9490 4222,Ms Allison Beckwith,3079,9499 9475,Cr Elizabeth Nealy,enquiries@banyule.vic.gov.au,www.banyule.vic.gov.au,"1 Flintoff Street, GREENSBOROUGH, PO Box 94, GREENSBOROUGH  3088"
Whitehorse City Council,9262 6333,Mr Simon McMillan,3132,9262 6490,Cr Andrew Davenport,customer.service@whitehorse.vic.gov.au,www.whitehorse.vic.gov.au,"379-399 Whitehorse Road, NUNAWADING, Locked Bag 2, NUNAWADING  3131"
Monash City Council,9518 3555,Dr Andi Diamond,3168,9518 3444,Cr Paul Klisaris,mail@monash.vic.gov.au,www.monash.vic.gov.au,"293 Springvale Road, GLEN WAVERLEY, PO Box 1, GLEN WAVERLEY  3150"
Moonee Valley City Council,9243 8888,Ms Helen Sui,3034,,Cr Ava Adams,council@mvcc.vic.gov.au,www.mvcc.vic.gov.au ,"9 Kellaway Avenue, MOONEE PONDS, PO Box 126, MOONEE PONDS  3039"
Manningham City Council,9840 9333,Mr Andrew Day,3111,9848 3110,Cr Deirdre Diamante,manningham@manningham.vic.gov.au,www.manningham.vic.gov.au,"699 Doncaster Road, DONCASTER, PO Box 1, DONCASTER  3108"
Horsham Rural City Council,5382 9777,Mr Craig Niemann,3401,5382 1111,Cr Ian Ross,council@hrcc.vic.gov.au,www.hrcc.vic.gov.au,"Civic Centre, Roberts Avenue, HORSHAM, PO Box 511, HORSHAM  3402"
Maribyrnong City Council,9688 0200,Ms Celia Haddock,3019,9687 7793,Cr Pradeep Tiwari,email@maribyrnong.vic.gov.au,www.maribyrnong.vic.gov.au,"61 Napier St, FOOTSCRAY, PO Box 58, WEST FOOTSCRAY  3012"
Moonee Valley City Council,9243 8888,Ms Helen Sui,3032,,Cr Ava Adams,council@mvcc.vic.gov.au,www.mvcc.vic.gov.au ,"9 Kellaway Avenue, MOONEE PONDS, PO Box 126, MOONEE PONDS  3039"
Stonnington City Council,8290 1333,Mr Dale Dickson,3145,,Cr Melina Sehr,council@stonnington.vic.gov.au,www.stonnington.vic.gov.au,"311 Glenferrie Road, MALVERN, PO Box 58, MALVERN  3144"
Wellington Shire Council,1300 366 244,Mr David Morcom,3967,5142 3501,Cr Scott Rossetti,enquiries@wellington.vic.gov.au,www.wellington.vic.gov.au,"18 Desailly Street, SALE, PO Box 506, SALE  3850"
Latrobe City Council,1300 367 700,Mr Steven Piasente,3844,5128 5672,Cr Dale Harriman,latrobe@latrobe.vic.gov.au,www.latrobe.vic.gov.au,"141 Commercial Road, MORWELL, PO Box 264, MORWELL  3840"
Baw Baw Shire Council,5624 2411,Mr Cohen Van der Velde,3821,5622 3654,Cr Danny Goss,bawbaw@bawbawshire.vic.gov.au,www.bawbawshire.vic.gov.au,"33 Young Street, DROUIN, PO Box 304, WARRAGUL  3820"
South Gippsland Shire Council,5662 9200,Allison Jones,3953,,Cr John Schelling,council@southgippsland.vic.gov.au,www.southgippsland.vic.gov.au,"9 Smith Street, LEONGATHA, Private Bag 4, LEONGATHA  3953"
